sentence,sentiment,lem_words,lem_tag,word_tags
The pizza was great.,2,pizza be great,NN VB JJ,"['pizza/NN', 'be/VB', 'great/JJ']"
A great place to meet up for some food and drinks...  ,2,great place meet food drink,JJ NN VB NN NN,"['great/JJ', 'place/NN', 'meet/VB', 'food/NN', 'drink/NN']"
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,2,be lot fun live entertainment kind disney type special effect,VB NN NN JJ NN NN NN NN JJ NN,"['be/VB', 'lot/NN', 'fun/NN', 'live/JJ', 'entertainment/NN', 'kind/NN', 'disney/NN', 'type/NN', 'special/JJ', 'effect/NN']"
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2,wine list be extensive easily hike otherwise reasonably price meal,NN NN VB JJ RB NN RB RB VB NN,"['wine/NN', 'list/NN', 'be/VB', 'extensive/JJ', 'easily/RB', 'hike/NN', 'otherwise/RB', 'reasonably/RB', 'price/VB', 'meal/NN']"
This is a fun restaurant to go to.,2,be fun restaurant go,VB NN NN VB,"['be/VB', 'fun/NN', 'restaurant/NN', 'go/VB']"
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,2,be best shabu shabu restaurant try state area,VB JJ NN NN NN JJ NN NN,"['be/VB', 'best/JJ', 'shabu/NN', 'shabu/NN', 'restaurant/NN', 'try/JJ', 'state/NN', 'area/NN']"
Thius is a must for anyone who loves Shabu-Shabu.,2,thius be anyone love shabu shabu,NN VB NN VB NN NN,"['thius/NN', 'be/VB', 'anyone/NN', 'love/VB', 'shabu/NN', 'shabu/NN']"
It's simply the best meal in NYC.,2,simply best meal nyc,RB JJ NN NN,"['simply/RB', 'best/JJ', 'meal/NN', 'nyc/NN']"
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,2,only thing moderately enjoy be grilled chicken special edamame puree,JJ NN RB VB VB JJ NN JJ NN VB,"['only/JJ', 'thing/NN', 'moderately/RB', 'enjoy/VB', 'be/VB', 'grilled/JJ', 'chicken/NN', 'special/JJ', 'edamame/NN', 'puree/VB']"
"Best Italian food I ever had (and being Italian, that means alot).",2,best italian food ever have be italian mean alot,RB JJ NN RB VB VB JJ VB RB,"['best/RB', 'italian/JJ', 'food/NN', 'ever/RB', 'have/VB', 'be/VB', 'italian/JJ', 'mean/VB', 'alot/RB']"
Go here.,2,go here,VB RB,"['go/VB', 'here/RB']"
I highly recommend the Sophia pizza.,2,highly recommend sophia pizza,RB VB JJ NN,"['highly/RB', 'recommend/VB', 'sophia/JJ', 'pizza/NN']"
Good drink.,2,good drink,JJ NN,"['good/JJ', 'drink/NN']"
"There's nice and quiet, small but enough for 6 (or more).",2,nice quiet small enough more,JJ JJ JJ RB JJ,"['nice/JJ', 'quiet/JJ', 'small/JJ', 'enough/RB', 'more/JJ']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",2,svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB,"['svc/NN', 'be/VB', 'bit/JJ', 'rude/JJ', 'time/NN', 'esp/RB', 'have/VB', 'big/JJ', 'group/NN', 'restaurant/NN', 'be/VB']"
Authentic Pakistani food.,2,authentic pakistani food,JJ NN NN,"['authentic/JJ', 'pakistani/NN', 'food/NN']"
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",2,chicken pot pie be excpetiona cheeseburger huge delictable service professional wan warm,NN NN NN VB RB JJ JJ JJ NN JJ JJ NN,"['chicken/NN', 'pot/NN', 'pie/NN', 'be/VB', 'excpetiona/RB', 'cheeseburger/JJ', 'huge/JJ', 'delictable/JJ', 'service/NN', 'professional/JJ', 'wan/JJ', 'warm/NN']"
What a great place!,2,great place,JJ NN,"['great/JJ', 'place/NN']"
The food is great.,2,food be great,NN VB JJ,"['food/NN', 'be/VB', 'great/JJ']"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",2,re sit main dining room have spectacular hand paint high ceiling never know be world outside,NN VB JJ NN NN VB JJ NN VB JJ NN RB VB VB NN NN,"['re/NN', 'sit/VB', 'main/JJ', 'dining/NN', 'room/NN', 'have/VB', 'spectacular/JJ', 'hand/NN', 'paint/VB', 'high/JJ', 'ceiling/NN', 'never/RB', 'know/VB', 'be/VB', 'world/NN', 'outside/NN']"
My six year old loved it.,2,year old love,NN JJ VB,"['year/NN', 'old/JJ', 'love/VB']"
Great atmoshere and worth every bit.,2,great atmoshere worth bit,JJ NN NN NN,"['great/JJ', 'atmoshere/NN', 'worth/NN', 'bit/NN']"
Cute and decorative.,2,cute decorative,JJ JJ,"['cute/JJ', 'decorative/JJ']"
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",2,location be good fact hutner college be near price be very reasonable make student go back suan again again,NN VB JJ NN JJ NN VB JJ NN VB RB JJ VB NN VB RB VB RB RB,"['location/NN', 'be/VB', 'good/JJ', 'fact/NN', 'hutner/JJ', 'college/NN', 'be/VB', 'near/JJ', 'price/NN', 'be/VB', 'very/RB', 'reasonable/JJ', 'make/VB', 'student/NN', 'go/VB', 'back/RB', 'suan/VB', 'again/RB', 'again/RB']"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",2,husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB,"['husband/NN', 'say/VB', 'have/VB', 'eat/VB', 'several/JJ', 'more/RB', 'portion/NN', 'be/VB', 'fine/NN', 'even/RB', 'exclaim/VB', 'french/JJ', 'fry/NN', 'be/VB', 'best/JJ', 'have/VB', 'have/VB']"
The food was well prepared and the service impecable.,2,food be well prepared service impecable,NN VB RB JJ NN JJ,"['food/NN', 'be/VB', 'well/RB', 'prepared/JJ', 'service/NN', 'impecable/JJ']"
the waitstaffs are nice though.,2,waitstaff be nice,NN VB JJ,"['waitstaff/NN', 'be/VB', 'nice/JJ']"
This is the best sushi in new york city - hands down.,2,be best sushi new york city hand,VB JJ NN NN NN NN NN,"['be/VB', 'best/JJ', 'sushi/NN', 'new/NN', 'york/NN', 'city/NN', 'hand/NN']"
Worth visiting the 1st Ave spot because it is the original store.,2,worth visit st ave spot be original store,NN VB NN JJ NN VB JJ NN,"['worth/NN', 'visit/VB', 'st/NN', 'ave/JJ', 'spot/NN', 'be/VB', 'original/JJ', 'store/NN']"
Great atmoshere and worth every bit.,2,great atmoshere worth bit,JJ NN NN NN,"['great/JJ', 'atmoshere/NN', 'worth/NN', 'bit/NN']"
The sushi is amazing!!! ,2,sushi be amazing,NN VB JJ,"['sushi/NN', 'be/VB', 'amazing/JJ']"
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",2,love scene first place have character nice light very fortunate location wise,VB NN RB NN VB NN JJ NN RB JJ NN JJ,"['love/VB', 'scene/NN', 'first/RB', 'place/NN', 'have/VB', 'character/NN', 'nice/JJ', 'light/NN', 'very/RB', 'fortunate/JJ', 'location/NN', 'wise/JJ']"
The food was authentic.,2,food be authentic,NN VB JJ,"['food/NN', 'be/VB', 'authentic/JJ']"
The prices are wonderfully low.,2,price be wonderfully low,NN VB RB JJ,"['price/NN', 'be/VB', 'wonderfully/RB', 'low/JJ']"
The combination of super-fresh ingredients in the dishes are unusual but really delicious.,2,combination super fresh ingredient dish be unusual really delicious,NN JJ JJ NN NN VB JJ RB JJ,"['combination/NN', 'super/JJ', 'fresh/JJ', 'ingredient/NN', 'dish/NN', 'be/VB', 'unusual/JJ', 'really/RB', 'delicious/JJ']"
One of us actually liked the expresso - that's it.,2,actually like expresso,RB VB NN,"['actually/RB', 'like/VB', 'expresso/NN']"
Definitely a neighborhood favorite.,2,definitely neighborhood favorite,RB NN JJ,"['definitely/RB', 'neighborhood/NN', 'favorite/JJ']"
And evaluated on those terms Pastis is simply wonderful.,2,evaluate term pastis be simply wonderful,VB NN NN VB RB JJ,"['evaluate/VB', 'term/NN', 'pastis/NN', 'be/VB', 'simply/RB', 'wonderful/JJ']"
The owner truly caters to all your needs.,2,owner truly cater need,NN RB VB NN,"['owner/NN', 'truly/RB', 'cater/VB', 'need/NN']"
A great place to meet up for some food and drinks...  ,2,great place meet food drink,JJ NN VB NN NN,"['great/JJ', 'place/NN', 'meet/VB', 'food/NN', 'drink/NN']"
"In the evening, this place attracted a well dressed, with it, NY crowd.",2,evening place attract well dress ny crowd,NN NN VB RB VB JJ NN,"['evening/NN', 'place/NN', 'attract/VB', 'well/RB', 'dress/VB', 'ny/JJ', 'crowd/NN']"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,2,atmosphere be noisy waiter be literally walk do thing fast,NN VB JJ NN VB RB VB VB NN RB,"['atmosphere/NN', 'be/VB', 'noisy/JJ', 'waiter/NN', 'be/VB', 'literally/RB', 'walk/VB', 'do/VB', 'thing/NN', 'fast/RB']"
The food is great.,2,food be great,NN VB JJ,"['food/NN', 'be/VB', 'great/JJ']"
The food is great and they have a good selecion of wines at reasonable prices.,2,food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,"['food/NN', 'be/VB', 'great/JJ', 'have/VB', 'good/JJ', 'selecion/NN', 'wine/NN', 'reasonable/JJ', 'price/NN']"
We were very pleasantly surprised.,2,be very pleasantly surprised,VB RB RB JJ,"['be/VB', 'very/RB', 'pleasantly/RB', 'surprised/JJ']"
"With so many poor experiences to be had in the theater district, is truly an excellent find!",2,so many poor experience be have theater district be truly excellent find,RB JJ JJ NN VB VB NN NN VB RB JJ NN,"['so/RB', 'many/JJ', 'poor/JJ', 'experience/NN', 'be/VB', 'have/VB', 'theater/NN', 'district/NN', 'be/VB', 'truly/RB', 'excellent/JJ', 'find/NN']"
This place has got to be the best japanese restaurant in the new york area.,2,place have get be best japanese restaurant new york area,NN VB VB VB JJ JJ NN NN NN NN,"['place/NN', 'have/VB', 'get/VB', 'be/VB', 'best/JJ', 'japanese/JJ', 'restaurant/NN', 'new/NN', 'york/NN', 'area/NN']"
"Always a nice crowd, but never loud.",2,always nice crowd never loud,RB JJ NN RB JJ,"['always/RB', 'nice/JJ', 'crowd/NN', 'never/RB', 'loud/JJ']"
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",2,love scene first place have character nice light very fortunate location wise,VB NN RB NN VB NN JJ NN RB JJ NN JJ,"['love/VB', 'scene/NN', 'first/RB', 'place/NN', 'have/VB', 'character/NN', 'nice/JJ', 'light/NN', 'very/RB', 'fortunate/JJ', 'location/NN', 'wise/JJ']"
"The view is spectacular, and the food is great.",2,view be spectacular food be great,NN VB JJ NN VB JJ,"['view/NN', 'be/VB', 'spectacular/JJ', 'food/NN', 'be/VB', 'great/JJ']"
The food is prepared quickly and efficiently.,2,food be prepare quickly efficiently,NN VB VB RB RB,"['food/NN', 'be/VB', 'prepare/VB', 'quickly/RB', 'efficiently/RB']"
The owner truly caters to all your needs.,2,owner truly cater need,NN RB VB NN,"['owner/NN', 'truly/RB', 'cater/VB', 'need/NN']"
I had a huge group for my birthday and we were well taken care of.,2,have huge group birthday be well take care,VB JJ NN NN VB RB VB NN,"['have/VB', 'huge/JJ', 'group/NN', 'birthday/NN', 'be/VB', 'well/RB', 'take/VB', 'care/NN']"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,need sushi fix mizu be there quality fish great service,VB NN NN NN VB RB NN NN JJ NN,"['need/VB', 'sushi/NN', 'fix/NN', 'mizu/NN', 'be/VB', 'there/RB', 'quality/NN', 'fish/NN', 'great/JJ', 'service/NN']"
Finally a reliable Chinese restaurant!,2,finally reliable chinese restaurant,RB JJ JJ NN,"['finally/RB', 'reliable/JJ', 'chinese/JJ', 'restaurant/NN']"
Wine list is extensive without being over-priced.,2,wine list be extensive be price,NN NN VB JJ VB VB,"['wine/NN', 'list/NN', 'be/VB', 'extensive/JJ', 'be/VB', 'price/VB']"
keep up the good work.,2,keep good work,VB JJ NN,"['keep/VB', 'good/JJ', 'work/NN']"
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",2,be type person like be scared entertain be great place go eat,VB NN NN VB VB JJ VB VB JJ NN VB VB,"['be/VB', 'type/NN', 'person/NN', 'like/VB', 'be/VB', 'scared/JJ', 'entertain/VB', 'be/VB', 'great/JJ', 'place/NN', 'go/VB', 'eat/VB']"
The fried dumplings are GREAT!,2,fried dumpling be great,JJ NN VB JJ,"['fried/JJ', 'dumpling/NN', 'be/VB', 'great/JJ']"
The food is great and they have a good selecion of wines at reasonable prices.,2,food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,"['food/NN', 'be/VB', 'great/JJ', 'have/VB', 'good/JJ', 'selecion/NN', 'wine/NN', 'reasonable/JJ', 'price/NN']"
"Average to good Thai food, but terrible delivery.",2,average good thai food terrible delivery,JJ JJ NN NN JJ NN,"['average/JJ', 'good/JJ', 'thai/NN', 'food/NN', 'terrible/JJ', 'delivery/NN']"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,2,food be diamond rough food be delicious homemade perfect balance herb tomato,NN VB NN JJ NN VB JJ JJ JJ NN NN NN,"['food/NN', 'be/VB', 'diamond/NN', 'rough/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'homemade/JJ', 'perfect/JJ', 'balance/NN', 'herb/NN', 'tomato/NN']"
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,2,only thing moderately enjoy be grilled chicken special edamame puree,JJ NN RB VB VB JJ NN JJ NN VB,"['only/JJ', 'thing/NN', 'moderately/RB', 'enjoy/VB', 'be/VB', 'grilled/JJ', 'chicken/NN', 'special/JJ', 'edamame/NN', 'puree/VB']"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,2,food be diamond rough food be delicious homemade perfect balance herb tomato,NN VB NN JJ NN VB JJ JJ JJ NN NN NN,"['food/NN', 'be/VB', 'diamond/NN', 'rough/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'homemade/JJ', 'perfect/JJ', 'balance/NN', 'herb/NN', 'tomato/NN']"
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",2,don dine tamarind vegetarian dish be simply not par veg selection,VB VB NN JJ NN VB RB RB VB JJ NN,"['don/VB', 'dine/VB', 'tamarind/NN', 'vegetarian/JJ', 'dish/NN', 'be/VB', 'simply/RB', 'not/RB', 'par/VB', 'veg/JJ', 'selection/NN']"
Authentic Pakistani food.,2,authentic pakistani food,JJ NN NN,"['authentic/JJ', 'pakistani/NN', 'food/NN']"
Cozy romantic atomosphere with only around 15 tables at most.,2,cozy romantic atomosphere only table most,JJ JJ RB JJ NN JJ,"['cozy/JJ', 'romantic/JJ', 'atomosphere/RB', 'only/JJ', 'table/NN', 'most/JJ']"
Winnie and her staff are the best crew you can find serving you.,2,winnie staff be best crew find serve,NN NN VB JJ NN VB VB,"['winnie/NN', 'staff/NN', 'be/VB', 'best/JJ', 'crew/NN', 'find/VB', 'serve/VB']"
"Please take my advice, go and try this place.",2,please take advice go try place,VB VB NN VB VB NN,"['please/VB', 'take/VB', 'advice/NN', 'go/VB', 'try/VB', 'place/NN']"
You cannot go wrong at the Red Eye Grill.,2,go wrong red eye grill,VB JJ JJ NN NN,"['go/VB', 'wrong/JJ', 'red/JJ', 'eye/NN', 'grill/NN']"
The food options rule.,2,food option rule,NN NN NN,"['food/NN', 'option/NN', 'rule/NN']"
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,2,didn want bottle bubbly weekday get little bottle korbett be just enough,VB VB NN JJ NN VB JJ NN NN VB RB RB,"['didn/VB', 'want/VB', 'bottle/NN', 'bubbly/JJ', 'weekday/NN', 'get/VB', 'little/JJ', 'bottle/NN', 'korbett/NN', 'be/VB', 'just/RB', 'enough/RB']"
"The crust is thin, the ingredients are fresh and the staff is friendly.",2,crust be thin ingredient be fresh staff be friendly,NN VB JJ NN VB JJ NN VB JJ,"['crust/NN', 'be/VB', 'thin/JJ', 'ingredient/NN', 'be/VB', 'fresh/JJ', 'staff/NN', 'be/VB', 'friendly/JJ']"
The owner truly caters to all your needs.,2,owner truly cater need,NN RB VB NN,"['owner/NN', 'truly/RB', 'cater/VB', 'need/NN']"
All the staff is absolutely professional!! ,2,staff be absolutely professional,NN VB RB JJ,"['staff/NN', 'be/VB', 'absolutely/RB', 'professional/JJ']"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,need sushi fix mizu be there quality fish great service,VB NN NN NN VB RB NN NN JJ NN,"['need/VB', 'sushi/NN', 'fix/NN', 'mizu/NN', 'be/VB', 'there/RB', 'quality/NN', 'fish/NN', 'great/JJ', 'service/NN']"
"However, I think this place is a good hang out spot.",2,however think place be good hang spot,RB NN NN VB JJ NN NN,"['however/RB', 'think/NN', 'place/NN', 'be/VB', 'good/JJ', 'hang/NN', 'spot/NN']"
"(that is A MUST, but not every restaurant can do...) ",2,be not restaurant do,VB RB NN VB,"['be/VB', 'not/RB', 'restaurant/NN', 'do/VB']"
Great pizza for lunch place.,2,great pizza lunch place,JJ NN NN NN,"['great/JJ', 'pizza/NN', 'lunch/NN', 'place/NN']"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",2,recently decide try location delight have outdoor seating perfect have yorkie,RB VB VB NN NN VB JJ NN JJ VB NN,"['recently/RB', 'decide/VB', 'try/VB', 'location/NN', 'delight/NN', 'have/VB', 'outdoor/JJ', 'seating/NN', 'perfect/JJ', 'have/VB', 'yorkie/NN']"
"Pizza is terrific, as is homemade pasta.",2,pizza be terrific be homemade pasta,NN VB JJ VB JJ NN,"['pizza/NN', 'be/VB', 'terrific/JJ', 'be/VB', 'homemade/JJ', 'pasta/NN']"
Rao's has the best service and atmosphere in NYC.,2,rao have best service atmosphere nyc,VB VB JJ NN NN NN,"['rao/VB', 'have/VB', 'best/JJ', 'service/NN', 'atmosphere/NN', 'nyc/NN']"
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,need sushi fix mizu be there quality fish great service,VB NN NN NN VB RB NN NN JJ NN,"['need/VB', 'sushi/NN', 'fix/NN', 'mizu/NN', 'be/VB', 'there/RB', 'quality/NN', 'fish/NN', 'great/JJ', 'service/NN']"
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,2,cold appetizer dish taste way remember taste be grow taiwan,JJ NN NN NN NN VB VB VB VB NN,"['cold/JJ', 'appetizer/NN', 'dish/NN', 'taste/NN', 'way/NN', 'remember/VB', 'taste/VB', 'be/VB', 'grow/VB', 'taiwan/NN']"
I would highly recommend it.,2,highly recommend,RB VB,"['highly/RB', 'recommend/VB']"
The place is a lot of fun.,2,place be lot fun,NN VB NN NN,"['place/NN', 'be/VB', 'lot/NN', 'fun/NN']"
"stick with the chicken, beef, and lamb dishes.",2,stick chicken beef lamb dish,NN NN NN NN NN,"['stick/NN', 'chicken/NN', 'beef/NN', 'lamb/NN', 'dish/NN']"
"There was a small wait, but shorter than I expected.",2,be small wait shorter expect,VB JJ NN JJ VB,"['be/VB', 'small/JJ', 'wait/NN', 'shorter/JJ', 'expect/VB']"
I go twice a month!,2,go twice month,VB RB NN,"['go/VB', 'twice/RB', 'month/NN']"
Great atmoshere and worth every bit.,2,great atmoshere worth bit,JJ NN NN NN,"['great/JJ', 'atmoshere/NN', 'worth/NN', 'bit/NN']"
The food is reliable and the price is moderate.,2,food be reliable price be moderate,NN VB JJ NN VB JJ,"['food/NN', 'be/VB', 'reliable/JJ', 'price/NN', 'be/VB', 'moderate/JJ']"
Love YUKA.,2,love yuka,VB RB,"['love/VB', 'yuka/RB']"
keep up the good work.,2,keep good work,VB JJ NN,"['keep/VB', 'good/JJ', 'work/NN']"
Everything about this restaurant was special.,2,everything restaurant be special,NN NN VB JJ,"['everything/NN', 'restaurant/NN', 'be/VB', 'special/JJ']"
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,2,lobster sandwich be be good be not nearly enough warrant price,NN NN VB VB JJ VB RB RB JJ VB NN,"['lobster/NN', 'sandwich/NN', 'be/VB', 'be/VB', 'good/JJ', 'be/VB', 'not/RB', 'nearly/RB', 'enough/JJ', 'warrant/VB', 'price/NN']"
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",2,house lady dj saturday night have outrageously good taste music moreover take request,NN NN NN NN NN VB RB JJ NN NN RB VB NN,"['house/NN', 'lady/NN', 'dj/NN', 'saturday/NN', 'night/NN', 'have/VB', 'outrageously/RB', 'good/JJ', 'taste/NN', 'music/NN', 'moreover/RB', 'take/VB', 'request/NN']"
We took advanatage of the half price sushi deal on saturday so it was well worth it.,2,take advanatage half price sushi deal saturday be well,VB NN NN NN NN NN NN VB RB,"['take/VB', 'advanatage/NN', 'half/NN', 'price/NN', 'sushi/NN', 'deal/NN', 'saturday/NN', 'be/VB', 'well/RB']"
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",2,also great have dinner very romantic confortable place service just perfect re so frendly never want live place,RB JJ VB NN RB JJ JJ NN NN RB JJ NN RB RB RB VB VB NN,"['also/RB', 'great/JJ', 'have/VB', 'dinner/NN', 'very/RB', 'romantic/JJ', 'confortable/JJ', 'place/NN', 'service/NN', 'just/RB', 'perfect/JJ', 're/NN', 'so/RB', 'frendly/RB', 'never/RB', 'want/VB', 'live/VB', 'place/NN']"
"The food here is rather good, but only if you like to wait for it.",2,food here be rather good only like wait,NN RB VB RB JJ RB VB VB,"['food/NN', 'here/RB', 'be/VB', 'rather/RB', 'good/JJ', 'only/RB', 'like/VB', 'wait/VB']"
"stick with the chicken, beef, and lamb dishes.",2,stick chicken beef lamb dish,NN NN NN NN NN,"['stick/NN', 'chicken/NN', 'beef/NN', 'lamb/NN', 'dish/NN']"
love the food.,2,love food,VB NN,"['love/VB', 'food/NN']"
I will be going back very soon.,2,be go back very soon,VB VB RB RB RB,"['be/VB', 'go/VB', 'back/RB', 'very/RB', 'soon/RB']"
The food was authentic.,2,food be authentic,NN VB JJ,"['food/NN', 'be/VB', 'authentic/JJ']"
The combination of super-fresh ingredients in the dishes are unusual but really delicious.,2,combination super fresh ingredient dish be unusual really delicious,NN JJ JJ NN NN VB JJ RB JJ,"['combination/NN', 'super/JJ', 'fresh/JJ', 'ingredient/NN', 'dish/NN', 'be/VB', 'unusual/JJ', 'really/RB', 'delicious/JJ']"
This is by far my favorite place in the neighborhood.,2,be far favorite place neighborhood,VB RB JJ NN NN,"['be/VB', 'far/RB', 'favorite/JJ', 'place/NN', 'neighborhood/NN']"
Have frequented 'ino for several years and the food remains excellent.,2,have frequent ino several year food remain excellent,VB VB NN JJ NN NN VB JJ,"['have/VB', 'frequent/VB', 'ino/NN', 'several/JJ', 'year/NN', 'food/NN', 'remain/VB', 'excellent/JJ']"
First of all Dal Bukhara Rocks.,2,first dal bukhara rock,JJ NN NN NN,"['first/JJ', 'dal/NN', 'bukhara/NN', 'rock/NN']"
"To me it exemplifies Soho, cute, artsy, interesting.",2,exemplify cute artsy interesting,VB JJ JJ JJ,"['exemplify/VB', 'cute/JJ', 'artsy/JJ', 'interesting/JJ']"
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",2,look see room full new yorker enjoy real meal real restaurant not clubhouse fabulous try be see,VB VB NN JJ JJ NN VB JJ NN JJ NN RB NN JJ VB VB VB,"['look/VB', 'see/VB', 'room/NN', 'full/JJ', 'new/JJ', 'yorker/NN', 'enjoy/VB', 'real/JJ', 'meal/NN', 'real/JJ', 'restaurant/NN', 'not/RB', 'clubhouse/NN', 'fabulous/JJ', 'try/VB', 'be/VB', 'see/VB']"
The place was nice and calm.,2,place be nice calm,NN VB JJ VB,"['place/NN', 'be/VB', 'nice/JJ', 'calm/VB']"
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",2,try pad thai sample anything appetizer menu re delicious,VB NN NN NN NN NN NN NN JJ,"['try/VB', 'pad/NN', 'thai/NN', 'sample/NN', 'anything/NN', 'appetizer/NN', 'menu/NN', 're/NN', 'delicious/JJ']"
"Great food, great decor, great service.",2,great food great decor great service,JJ NN JJ NN JJ NN,"['great/JJ', 'food/NN', 'great/JJ', 'decor/NN', 'great/JJ', 'service/NN']"
After really enjoying ourselves at the bar we sat down at a table and had dinner.,2,really enjoy bar sit table have dinner,RB VB NN VB NN VB NN,"['really/RB', 'enjoy/VB', 'bar/NN', 'sit/VB', 'table/NN', 'have/VB', 'dinner/NN']"
"Great food, great prices, great service.",2,great food great price great service,JJ NN JJ NN JJ NN,"['great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'great/JJ', 'service/NN']"
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",2,retired hipster say degree certainty last year lucky strike have be best layer back late night city,JJ NN VB NN NN JJ NN JJ NN VB VB JJ VB RB JJ NN NN,"['retired/JJ', 'hipster/NN', 'say/VB', 'degree/NN', 'certainty/NN', 'last/JJ', 'year/NN', 'lucky/JJ', 'strike/NN', 'have/VB', 'be/VB', 'best/JJ', 'layer/VB', 'back/RB', 'late/JJ', 'night/NN', 'city/NN']"
A great place to meet up for some food and drinks...  ,2,great place meet food drink,JJ NN VB NN NN,"['great/JJ', 'place/NN', 'meet/VB', 'food/NN', 'drink/NN']"
The pizza is delicious and the proprietor is one of the nicest in NYC.,2,pizza be delicious proprietor be nicest nyc,NN VB JJ NN VB JJ NN,"['pizza/NN', 'be/VB', 'delicious/JJ', 'proprietor/NN', 'be/VB', 'nicest/JJ', 'nyc/NN']"
Our food was great too!,2,food be great too,NN VB JJ RB,"['food/NN', 'be/VB', 'great/JJ', 'too/RB']"
"Kind, attentive wait staff.",2,kind attentive wait staff,NN JJ NN NN,"['kind/NN', 'attentive/JJ', 'wait/NN', 'staff/NN']"
Salads are a delicious way to begin the meal.,2,salad be delicious way begin meal,NN VB JJ NN VB NN,"['salad/NN', 'be/VB', 'delicious/JJ', 'way/NN', 'begin/VB', 'meal/NN']"
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",2,somosas chai chole dhosas dhal be kinda dissapointing,NN NN NN NN NN VB RB NN,"['somosas/NN', 'chai/NN', 'chole/NN', 'dhosas/NN', 'dhal/NN', 'be/VB', 'kinda/RB', 'dissapointing/NN']"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",2,rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ,"['rest/NN', 'dim/JJ', 'sum/NN', 'pricey/JJ', 'chinatown/JJ', 'standard/NN', 'be/VB', 'worth/JJ']"
The lox is always fresh too.,2,lox be always fresh too,NN VB RB JJ RB,"['lox/NN', 'be/VB', 'always/RB', 'fresh/JJ', 'too/RB']"
The wine list is extensive and impressive.,2,wine list be extensive impressive,NN NN VB JJ JJ,"['wine/NN', 'list/NN', 'be/VB', 'extensive/JJ', 'impressive/JJ']"
"delicious bagels, especially when right out of the oven.",2,delicious bagel especially right oven,JJ NN RB RB NN,"['delicious/JJ', 'bagel/NN', 'especially/RB', 'right/RB', 'oven/NN']"
"Be sure to try the seasonal, and always delicious, specials.",2,be sure try seasonal always delicious special,VB JJ VB JJ RB JJ NN,"['be/VB', 'sure/JJ', 'try/VB', 'seasonal/JJ', 'always/RB', 'delicious/JJ', 'special/NN']"
Beautiful experience.,2,beautiful experience,JJ NN,"['beautiful/JJ', 'experience/NN']"
"They have it all -- great price, food, and service.",2,have great price food service,VB JJ NN NN NN,"['have/VB', 'great/JJ', 'price/NN', 'food/NN', 'service/NN']"
